Region,Technology,Hour,Fuel,value
NO,H2Tank,76,H2,20.057313750391344
NO,Battery,97,Power,0.0
DK,Battery,34,Power,10.153281394458443
DK,PHS,7,Power,0.0
FR,PHS,100,Power,0.0
NO,Battery,42,Power,0.0
DE,H2Tank,85,H2,151.85356060209557
NO,PHS,103,Power,0.0
FR,H2Tank,84,H2,273.17512096653047
NO,H2Tank,91,H2,16.308556255716372
NO,H2Tank,73,H2,13.19608504933578
FR,H2Tank,114,H2,171.1382542045066
DK,Battery,86,Power,0.0
UK,H2Tank,77,H2,31.70442018772341
DK,PHS,72,Power,0.0
DE,Battery,40,Power,0.0
UK,H2Tank,4,H2,27.318919840131194
UK,Battery,78,Power,6.471957817929422
UK,PHS,71,Power,0.0
FR,Battery,30,Power,0.0
DK,H2Tank,87,H2,17.826805697393226
DE,Battery,42,Power,0.0
FR,PHS,87,Power,0.0
NO,PHS,59,Power,0.0
NO,PHS,95,Power,0.0
DK,Battery,44,Power,6.228471529039969
DK,Battery,106,Power,4.406759396700632
UK,Battery,50,Power,15.356526271121032
NO,H2Tank,101,H2,2.631578947368421
DE,PHS,75,Power,0.0
FR,H2Tank,96,H2,182.33499766565285
UK,H2Tank,18,H2,20.135867594666518
DE,PHS,2,Power,0.0
FR,H2Tank,98,H2,182.33499766565308
DE,PHS,45,Power,0.0
UK,H2Tank,46,H2,46.14287822804052
NO,Battery,72,Power,0.0
DE,PHS,50,Power,0.0
DK,PHS,114,Power,0.0
DE,PHS,52,Power,0.0
DK,PHS,119,Power,0.0
DE,PHS,67,Power,0.0
DK,Battery,49,Power,0.0
DK,Battery,36,Power,10.151250839712363
DK,H2Tank,104,H2,15.276348723308594
NO,Battery,71,Power,0.0
UK,H2Tank,71,H2,14.035087719298241
UK,Battery,99,Power,21.5387014938218
DK,PHS,12,Power,0.0
NO,Battery,111,Power,0.0
UK,Battery,42,Power,15.36881702233068
UK,PHS,62,Power,0.0
FR,PHS,42,Power,0.0
DK,H2Tank,90,H2,17.826805697393215
DK,Battery,22,Power,0.0
UK,H2Tank,6,H2,17.28689687832426
NO,H2Tank,58,H2,20.71353287357228
UK,PHS,58,Power,0.0
DK,H2Tank,16,H2,4.365322301754383
DK,Battery,109,Power,0.0
DK,Battery,105,Power,4.407200116712304
DE,H2Tank,72,H2,39.814455503482044
DK,H2Tank,55,H2,21.814275485331972
NO,PHS,4,Power,0.0
NO,Battery,106,Power,0.0
DE,Battery,36,Power,0.0
DE,Battery,80,Power,0.0
DK,PHS,117,Power,0.0
UK,Battery,92,Power,21.553784617513593
NO,PHS,21,Power,0.0
NO,Battery,89,Power,0.0
UK,PHS,93,Power,0.0
DK,H2Tank,32,H2,8.003916908771913
DK,PHS,49,Power,0.0
NO,Battery,115,Power,0.0
NO,PHS,5,Power,0.0
NO,H2Tank,57,H2,20.713532873572284
DE,Battery,28,Power,0.0
NO,PHS,92,Power,0.0
UK,Battery,47,Power,15.361134150547537
DE,H2Tank,38,H2,67.42546279100442
UK,H2Tank,22,H2,0.0
UK,Battery,115,Power,5.574366154344879
NO,Battery,40,Power,0.0
UK,Battery,29,Power,0.0
NO,H2Tank,107,H2,0.2742695992692696
FR,H2Tank,107,H2,231.7298157080151
DE,Battery,117,Power,0.0
FR,H2Tank,77,H2,174.9486800641281
FR,PHS,4,Power,0.0
NO,Battery,108,Power,0.0
DE,H2Tank,31,H2,73.45693083936004
UK,PHS,11,Power,0.0
DK,PHS,8,Power,0.0
DE,Battery,16,Power,0.0
DK,PHS,98,Power,0.0
FR,H2Tank,57,H2,171.72247601128495
UK,H2Tank,14,H2,43.800130344192745
DE,PHS,65,Power,0.0
DK,H2Tank,92,H2,17.826805697393212
FR,H2Tank,40,H2,50.53220005026205
NO,PHS,52,Power,0.0
NO,PHS,1,Power,0.0
DE,Battery,74,Power,0.0
FR,PHS,74,Power,0.0
DE,H2Tank,97,H2,97.76563911277186
NO,Battery,114,Power,0.0
UK,H2Tank,64,H2,54.606845389034326
FR,PHS,13,Power,0.0
DE,PHS,59,Power,0.0
UK,Battery,86,Power,21.566721415786162
DE,H2Tank,103,H2,97.7656391127718
DE,PHS,9,Power,0.0
UK,Battery,60,Power,21.57319272643141
NO,PHS,48,Power,0.0
DE,H2Tank,23,H2,9.197450309175142
DE,PHS,11,Power,0.0
DE,Battery,59,Power,0.0
UK,Battery,44,Power,15.365743412614382
UK,Battery,66,Power,0.0
UK,H2Tank,85,H2,80.1192177539466
DE,Battery,69,Power,0.0
DE,PHS,79,Power,0.0
FR,Battery,48,Power,0.0
DK,PHS,63,Power,0.0
FR,PHS,44,Power,0.0
DE,PHS,42,Power,0.0
UK,PHS,28,Power,0.0
DE,Battery,68,Power,0.0
NO,PHS,28,Power,0.0
DK,H2Tank,73,H2,7.353418569711579
UK,PHS,2,Power,0.0
DK,Battery,12,Power,5.940801821825124
NO,H2Tank,30,H2,0.0
DK,PHS,67,Power,0.0
DK,PHS,99,Power,0.0
UK,PHS,74,Power,0.0
UK,PHS,89,Power,0.0
DK,PHS,111,Power,0.0
DE,H2Tank,44,H2,38.28190391270851
DK,PHS,1,Power,0.0
FR,PHS,77,Power,0.0
FR,PHS,113,Power,0.0
NO,Battery,39,Power,0.0
DE,Battery,119,Power,0.0
FR,PHS,29,Power,0.0
UK,PHS,66,Power,0.0
NO,PHS,111,Power,0.0
FR,H2Tank,9,H2,97.03772304025568
FR,PHS,68,Power,0.0
NO,H2Tank,43,H2,3.709985388888885
DK,PHS,57,Power,0.0
DK,Battery,91,Power,0.0
UK,H2Tank,119,H2,41.35400755942947
DE,H2Tank,19,H2,19.115543188324107
NO,PHS,97,Power,0.0
UK,Battery,58,Power,15.344245349071626
DE,H2Tank,65,H2,101.5319069017761
DK,Battery,11,Power,5.941395961421267
DK,Battery,66,Power,9.729239762562786
UK,Battery,82,Power,21.575350261456027
DK,PHS,14,Power,0.0
UK,PHS,18,Power,0.0
DE,Battery,63,Power,0.0
DE,H2Tank,91,H2,125.18002615101659
DK,PHS,11,Power,0.0
DK,H2Tank,31,H2,8.003916908771913
NO,H2Tank,120,H2,16.494010286922535
DE,PHS,112,Power,0.0
FR,Battery,12,Power,4.893178244906843
DK,H2Tank,56,H2,25.845821399553966
FR,H2Tank,17,H2,62.259288501081684
NO,PHS,88,Power,0.0
UK,Battery,52,Power,15.353455119432068
NO,H2Tank,99,H2,5.1870522300987405
DE,PHS,39,Power,0.0
FR,Battery,45,Power,0.0
FR,H2Tank,78,H2,203.572454898283
DK,PHS,110,Power,0.0
DK,PHS,47,Power,0.0
NO,H2Tank,3,H2,16.255764097448854
UK,Battery,100,Power,21.536547623672412
UK,PHS,48,Power,0.0
UK,H2Tank,49,H2,46.14287822804054
UK,H2Tank,69,H2,19.519126090788674
NO,PHS,15,Power,0.0
DE,Battery,25,Power,0.0
DE,Battery,114,Power,0.0
DE,Battery,20,Power,0.0
UK,H2Tank,83,H2,82.70801511885891
FR,PHS,78,Power,0.0
DE,PHS,3,Power,0.0
NO,H2Tank,1,H2,16.494010286922535
UK,H2Tank,13,H2,44.32497768845583
DE,H2Tank,66,H2,91.0055911123024
DK,PHS,62,Power,0.0
UK,PHS,119,Power,0.0
UK,PHS,100,Power,0.0
DE,H2Tank,27,H2,0.0
DE,H2Tank,92,H2,123.33336987537638
DK,Battery,17,Power,0.0
NO,Battery,100,Power,0.0
NO,H2Tank,35,H2,0.0
DE,PHS,33,Power,0.0
NO,PHS,37,Power,0.0
FR,PHS,40,Power,0.0
FR,H2Tank,97,H2,182.33499766565308
FR,PHS,85,Power,0.0
DE,Battery,95,Power,0.0
DE,Battery,89,Power,0.0
DE,PHS,36,Power,0.0
DK,PHS,3,Power,0.0
DE,PHS,97,Power,0.0
UK,H2Tank,96,H2,69.7886949162272
UK,PHS,52,Power,0.0
NO,Battery,44,Power,0.0
DK,H2Tank,98,H2,16.072419732480913
UK,Battery,108,Power,21.562408287171753
FR,H2Tank,32,H2,72.03207996991634
DE,H2Tank,7,H2,85.254489632116
FR,PHS,3,Power,0.0
FR,Battery,6,Power,0.0
UK,PHS,44,Power,0.0
DE,Battery,55,Power,0.0
DK,H2Tank,95,H2,17.826805697393205
DE,H2Tank,54,H2,109.80030121245282
FR,PHS,73,Power,0.0
DE,PHS,29,Power,0.0
FR,Battery,83,Power,8.154889289601735
FR,Battery,2,Power,4.077036900336385
DE,PHS,38,Power,0.0
FR,Battery,95,Power,3.2654643578100306
DK,PHS,50,Power,0.0
UK,PHS,64,Power,0.0
NO,Battery,91,Power,0.0
DK,Battery,10,Power,5.941990160437309
UK,H2Tank,19,H2,19.777671521456067
DE,Battery,38,Power,0.0
NO,H2Tank,26,H2,0.0
DE,PHS,73,Power,0.0
NO,PHS,66,Power,0.0
FR,Battery,105,Power,8.15570486008774
NO,H2Tank,62,H2,20.713532873572266
UK,Battery,116,Power,5.573808717729444
UK,H2Tank,1,H2,41.35400755942944
DE,PHS,4,Power,0.0
DE,H2Tank,81,H2,162.37987639156927
UK,H2Tank,73,H2,0.0
DK,H2Tank,34,H2,8.003916908771917
DK,H2Tank,52,H2,9.719637742665991
DK,PHS,81,Power,0.0
FR,Battery,63,Power,0.0
UK,PHS,39,Power,0.0
DE,Battery,116,Power,0.0
FR,Battery,116,Power,4.0794839788827035
NO,PHS,104,Power,0.0
FR,Battery,31,Power,0.0
UK,Battery,19,Power,0.0
FR,PHS,48,Power,0.0
UK,Battery,85,Power,21.568878303616522
DK,PHS,115,Power,0.0
UK,Battery,72,Power,0.0
FR,H2Tank,117,H2,157.29855225462987
FR,PHS,43,Power,0.0
DK,Battery,54,Power,6.45056812397544
DE,H2Tank,57,H2,145.4874892339675
NO,H2Tank,7,H2,11.942245281074571
UK,H2Tank,56,H2,65.55382067045018
NO,H2Tank,5,H2,14.573824228442998
NO,H2Tank,12,H2,9.277812819086265
FR,Battery,118,Power,4.078668122881766
DK,PHS,83,Power,0.0
NO,Battery,75,Power,0.0
UK,Battery,106,Power,21.566721415787693
FR,H2Tank,15,H2,79.80314815020452
FR,H2Tank,35,H2,85.61991934850771
UK,H2Tank,84,H2,80.11921775394663
UK,H2Tank,107,H2,70.53804539188553
FR,Battery,40,Power,0.0
DE,H2Tank,118,H2,68.31238721678471
FR,Battery,41,Power,0.0
FR,Battery,42,Power,0.0
FR,PHS,118,Power,0.0
NO,PHS,12,Power,0.0
NO,PHS,53,Power,0.0
DE,Battery,61,Power,0.0
DK,PHS,65,Power,0.0
NO,PHS,27,Power,0.0
DE,H2Tank,29,H2,19.615189528749983
DK,PHS,69,Power,0.0
DK,Battery,75,Power,0.0
FR,Battery,15,Power,1.8710790085616997
NO,H2Tank,55,H2,17.8607499615511
DK,PHS,25,Power,0.0
FR,Battery,96,Power,3.26513781137425
FR,H2Tank,22,H2,18.85806625497075
DE,PHS,12,Power,0.0
NO,H2Tank,88,H2,21.571714150453225
DE,PHS,14,Power,0.0
FR,PHS,63,Power,0.0
DK,Battery,84,Power,3.891150756754451
UK,Battery,13,Power,12.941974113233046
NO,H2Tank,47,H2,3.7099853888888825
DE,Battery,4,Power,0.0
NO,H2Tank,56,H2,20.713532873572284
DE,Battery,118,Power,0.0
NO,H2Tank,31,H2,0.0
UK,PHS,32,Power,0.0
DK,H2Tank,62,H2,28.583897668261944
FR,Battery,53,Power,1.1005786562782587
UK,H2Tank,21,H2,5.742583802157824
DK,PHS,75,Power,0.0
DE,H2Tank,111,H2,81.93475909048544
DK,H2Tank,116,H2,12.24788532724237
DK,H2Tank,82,H2,33.040088267770294
DE,Battery,23,Power,0.0
DE,H2Tank,15,H2,35.00316812831179
NO,Battery,26,Power,0.0
UK,H2Tank,86,H2,80.1192177539466
DE,H2Tank,41,H2,57.59934810744534
UK,Battery,93,Power,21.55162923905184
UK,Battery,1,Power,10.78659636321571
DK,Battery,6,Power,5.9443675508193605
NO,Battery,117,Power,0.0
FR,PHS,18,Power,0.0
FR,PHS,64,Power,0.0
FR,Battery,21,Power,0.0
UK,H2Tank,31,H2,17.833125017985523
DE,H2Tank,120,H2,81.18993819578465
DE,Battery,56,Power,0.0
UK,PHS,49,Power,0.0
NO,Battery,118,Power,0.0
NO,H2Tank,37,H2,3.7099853888888896
UK,H2Tank,38,H2,59.18133667493835
DE,PHS,71,Power,0.0
FR,PHS,34,Power,0.0
DE,PHS,114,Power,0.0
DE,H2Tank,3,H2,74.19642726831097
NO,H2Tank,9,H2,9.465521910314337
DE,H2Tank,25,H2,0.0
DE,PHS,102,Power,0.0
FR,H2Tank,43,H2,28.396105076577815
NO,Battery,6,Power,0.0
FR,H2Tank,24,H2,12.280701754385964
DK,Battery,113,Power,0.0
DE,Battery,2,Power,0.0
NO,Battery,2,Power,0.0
DK,H2Tank,77,H2,20.264921360766376
FR,PHS,99,Power,0.0
FR,H2Tank,118,H2,155.89618093999425
DE,Battery,35,Power,0.0
FR,H2Tank,60,H2,209.42526006321785
NO,PHS,55,Power,0.0
DK,Battery,85,Power,1.623492508345443
DK,H2Tank,11,H2,10.469903164912271
UK,Battery,67,Power,0.0
NO,PHS,61,Power,0.0
UK,PHS,67,Power,0.0
DK,PHS,54,Power,0.0
FR,Battery,57,Power,8.155704860087745
NO,PHS,108,Power,0.0
FR,PHS,101,Power,0.0
DK,Battery,82,Power,11.894681252915996
NO,Battery,50,Power,0.0
DE,H2Tank,88,H2,146.14581847733245
NO,H2Tank,63,H2,20.713532873572266
NO,Battery,107,Power,0.0
NO,PHS,56,Power,0.0
DE,PHS,116,Power,0.0
DE,PHS,63,Power,0.0
UK,Battery,57,Power,15.34577992706433
DK,H2Tank,6,H2,13.0112722040606
UK,Battery,59,Power,21.575350261457558
UK,Battery,83,Power,21.573192726429884
DK,PHS,116,Power,0.0
UK,PHS,110,Power,0.0
DE,H2Tank,9,H2,69.13699873542318
FR,PHS,58,Power,0.0
NO,PHS,50,Power,0.0
FR,H2Tank,49,H2,0.0
DK,Battery,70,Power,5.910916403479732
UK,H2Tank,95,H2,69.7886949162272
DE,H2Tank,94,H2,114.72575541513115
NO,PHS,25,Power,0.0
FR,Battery,73,Power,0.0
FR,H2Tank,72,H2,104.16210216848062
NO,Battery,47,Power,0.0
DK,PHS,21,Power,0.0
UK,PHS,51,Power,0.0
NO,Battery,112,Power,0.0
FR,H2Tank,27,H2,0.0
DK,PHS,74,Power,0.0
NO,H2Tank,36,H2,1.8103148404444456
UK,PHS,75,Power,0.0
UK,H2Tank,9,H2,15.412388905113815
NO,PHS,19,Power,0.0
NO,PHS,77,Power,0.0
NO,H2Tank,89,H2,18.9401352030848
DK,Battery,52,Power,2.8823833198155695
UK,H2Tank,93,H2,69.78869491622723
DK,PHS,66,Power,0.0
FR,PHS,33,Power,0.0
FR,Battery,43,Power,0.0
NO,PHS,110,Power,0.0
UK,PHS,83,Power,0.0
NO,H2Tank,103,H2,0.0
FR,Battery,68,Power,0.0
FR,H2Tank,103,H2,235.71711373830476
UK,PHS,70,Power,0.0
FR,H2Tank,91,H2,223.05818251477584
NO,Battery,95,Power,0.0
DK,H2Tank,84,H2,26.453180374586214
UK,Battery,110,Power,5.577154173772117
UK,H2Tank,29,H2,13.114073454041081
FR,PHS,10,Power,0.0
DE,PHS,76,Power,0.0
DE,PHS,82,Power,0.0
NO,Battery,28,Power,0.0
UK,Battery,33,Power,1.6151579157898017
UK,PHS,105,Power,0.0
DE,H2Tank,14,H2,43.23529110219761
DK,PHS,108,Power,0.0
DK,H2Tank,29,H2,1.169160762321835
FR,Battery,61,Power,5.133442371010648
FR,Battery,76,Power,2.439937975601174
UK,Battery,43,Power,15.367280140628445
DK,Battery,15,Power,0.0
DK,Battery,2,Power,5.946745892395351
DK,PHS,68,Power,0.0
UK,H2Tank,80,H2,60.42107357418988
FR,Battery,109,Power,8.152443067453374
UK,H2Tank,37,H2,66.19888053458749
FR,H2Tank,26,H2,3.508771929824562
FR,PHS,91,Power,0.0
FR,PHS,49,Power,0.0
DK,PHS,6,Power,0.0
NO,PHS,84,Power,0.0
DE,H2Tank,11,H2,70.2432568254232
DE,PHS,13,Power,0.0
UK,Battery,7,Power,0.0
FR,PHS,16,Power,0.0
FR,H2Tank,110,H2,206.22597350275214
NO,H2Tank,78,H2,26.91854245144691
DE,H2Tank,78,H2,137.78333865906924
FR,H2Tank,92,H2,214.2862526902144
UK,H2Tank,32,H2,28.976595790320054
FR,H2Tank,31,H2,56.260777496166355
DE,H2Tank,37,H2,77.9517785804781
NO,Battery,7,Power,0.0
DE,PHS,47,Power,0.0
UK,PHS,24,Power,0.0
DK,Battery,56,Power,11.89587084
DK,H2Tank,5,H2,13.0112722040606
UK,H2Tank,115,H2,41.354007559429455
DE,Battery,11,Power,0.0
FR,H2Tank,14,H2,88.57507797476592
FR,H2Tank,21,H2,27.629996079532155
DE,Battery,93,Power,0.0
UK,H2Tank,36,H2,66.19888053458749
DE,PHS,28,Power,0.0
DE,H2Tank,12,H2,64.10620241292551
DE,H2Tank,108,H2,93.14649822977594
FR,Battery,9,Power,0.0
UK,Battery,91,Power,21.55594021153475
UK,H2Tank,104,H2,75.60101857736693
DE,PHS,68,Power,0.0
DK,PHS,32,Power,0.0
DE,Battery,66,Power,0.0
DE,H2Tank,48,H2,0.0
NO,H2Tank,116,H2,5.631515247586953
FR,PHS,46,Power,0.0
FR,H2Tank,8,H2,97.03772304025568
UK,Battery,114,Power,5.57492364670955
NO,H2Tank,119,H2,14.16025254065327
FR,PHS,19,Power,0.0
NO,Battery,73,Power,0.0
DE,H2Tank,75,H2,64.3526608849302
NO,H2Tank,108,H2,0.0
DE,PHS,22,Power,0.0
UK,Battery,118,Power,10.789832989428337
FR,Battery,79,Power,8.155704860087742
FR,H2Tank,25,H2,12.280701754385966
NO,Battery,67,Power,0.0
UK,PHS,86,Power,0.0
NO,H2Tank,41,H2,3.709985388888887
DK,H2Tank,79,H2,28.328013189210377
UK,H2Tank,65,H2,47.58930152938519
DE,Battery,82,Power,0.0
DE,H2Tank,116,H2,68.19026938128471
NO,Battery,82,Power,0.0
UK,PHS,12,Power,0.0
DK,H2Tank,109,H2,12.247885327242361
DE,H2Tank,2,H2,74.19642726831097
FR,PHS,35,Power,0.0
FR,PHS,30,Power,0.0
UK,Battery,104,Power,21.571035407158767
FR,H2Tank,81,H2,279.7720546933057
DK,H2Tank,4,H2,13.011272204060596
NO,H2Tank,65,H2,20.71353287357226
DK,Battery,107,Power,4.4063187207609635
DE,Battery,104,Power,0.0
NO,PHS,45,Power,0.0
UK,H2Tank,47,H2,46.14287822804052
UK,Battery,89,Power,21.5602520463415
FR,PHS,56,Power,0.0
UK,PHS,54,Power,0.0
DE,PHS,41,Power,0.0
FR,Battery,10,Power,0.0
FR,Battery,120,Power,4.077852430043871
NO,Battery,94,Power,0.0
NO,PHS,57,Power,0.0
NO,Battery,52,Power,0.0
UK,PHS,80,Power,0.0
DK,PHS,61,Power,0.0
DE,Battery,99,Power,0.0
DK,PHS,101,Power,0.0
DE,Battery,51,Power,0.0
DE,Battery,33,Power,0.0
UK,H2Tank,40,H2,46.57439693055657
DK,Battery,81,Power,11.895870839999999
UK,Battery,63,Power,13.57585094858119
UK,Battery,77,Power,6.472605078437267
DE,Battery,32,Power,0.0
NO,PHS,65,Power,0.0
DK,PHS,38,Power,0.0
FR,H2Tank,13,H2,97.34700779932734
DE,H2Tank,40,H2,58.610469695579006
FR,PHS,119,Power,0.0
DE,PHS,60,Power,0.0
DK,H2Tank,42,H2,4.495144978947365
NO,H2Tank,10,H2,9.465521910314335
DK,H2Tank,28,H2,0.0
FR,PHS,50,Power,0.0
FR,H2Tank,90,H2,231.8301123393373
DK,H2Tank,36,H2,8.00391690877192
FR,H2Tank,101,H2,206.26466844756902
DK,PHS,13,Power,0.0
UK,Battery,38,Power,15.37496608632874
DK,PHS,35,Power,0.0
UK,PHS,47,Power,0.0
NO,Battery,19,Power,0.0
NO,PHS,83,Power,0.0
FR,PHS,39,Power,0.0
NO,H2Tank,17,H2,0.0
FR,PHS,110,Power,0.0
DE,PHS,70,Power,0.0
NO,H2Tank,11,H2,9.465521910314333
FR,H2Tank,115,H2,162.3663243799452
DK,PHS,15,Power,0.0
FR,H2Tank,95,H2,187.97046321653008
NO,Battery,56,Power,0.0
UK,PHS,30,Power,0.0
NO,H2Tank,16,H2,1.1911765286549691
UK,PHS,96,Power,0.0
NO,PHS,20,Power,0.0
DK,Battery,5,Power,5.944962047024063
DE,H2Tank,69,H2,66.66771876433134
NO,PHS,39,Power,0.0
DK,H2Tank,47,H2,1.7543859649122806
NO,Battery,88,Power,0.0
UK,PHS,9,Power,0.0
UK,H2Tank,116,H2,41.354007559429455
FR,Battery,97,Power,3.2648112975931136
NO,Battery,31,Power,0.0
NO,PHS,85,Power,0.0
UK,PHS,72,Power,0.0
DE,PHS,1,Power,0.0
DE,H2Tank,100,H2,97.76563911277184
DE,Battery,107,Power,0.0
DE,H2Tank,114,H2,76.69235552904763
NO,PHS,2,Power,0.0
FR,H2Tank,61,H2,200.65333023865642
NO,PHS,86,Power,0.0
NO,Battery,62,Power,0.0
FR,PHS,61,Power,0.0
NO,H2Tank,28,H2,0.0
DE,PHS,113,Power,0.0
DK,H2Tank,26,H2,0.0
FR,Battery,104,Power,8.155704860087742
UK,H2Tank,53,H2,47.24620994867288
DK,Battery,118,Power,2.380007021729474
NO,Battery,25,Power,0.0
NO,PHS,82,Power,0.0
UK,Battery,30,Power,0.0
UK,PHS,73,Power,0.0
NO,PHS,73,Power,0.0
DE,PHS,86,Power,0.0
DK,H2Tank,12,H2,10.469903164912271
DE,PHS,98,Power,0.0
DE,H2Tank,26,H2,0.0
DK,Battery,95,Power,0.0
UK,PHS,22,Power,0.0
DK,H2Tank,69,H2,13.994703750609236
DK,H2Tank,88,H2,17.826805697393223
DK,Battery,90,Power,0.0
DK,Battery,39,Power,7.290504876313211
FR,PHS,60,Power,0.0
NO,PHS,71,Power,0.0
NO,Battery,24,Power,0.0
FR,PHS,108,Power,0.0
NO,Battery,17,Power,0.0
UK,Battery,103,Power,21.573192726431415
UK,PHS,35,Power,0.0
DK,H2Tank,39,H2,6.249530943859642
UK,PHS,4,Power,0.0
UK,PHS,101,Power,0.0
NO,PHS,26,Power,0.0
DK,PHS,19,Power,0.0
DE,PHS,5,Power,0.0
FR,Battery,111,Power,4.440017502093012
DK,Battery,63,Power,9.732159118343247
NO,Battery,83,Power,0.0
FR,H2Tank,52,H2,33.08013652591534
UK,Battery,97,Power,21.543009880367773
NO,H2Tank,21,H2,1.4442674175438592
DK,Battery,16,Power,0.0
DE,Battery,72,Power,0.0
NO,H2Tank,29,H2,0.0
DE,Battery,78,Power,0.0
DE,H2Tank,45,H2,31.186595716217287
FR,PHS,21,Power,0.0
UK,PHS,50,Power,0.0
DE,PHS,80,Power,0.0
DE,Battery,87,Power,0.0
DK,Battery,99,Power,0.8407271987248343
DK,Battery,97,Power,0.0
NO,PHS,51,Power,0.0
NO,H2Tank,106,H2,0.27426959926926964
FR,PHS,96,Power,0.0
NO,PHS,3,Power,0.0
DK,H2Tank,7,H2,11.977065083885165
NO,PHS,99,Power,0.0
DK,H2Tank,61,H2,30.338283633174232
DE,H2Tank,35,H2,85.25406558561
DK,Battery,48,Power,0.0
DE,H2Tank,56,H2,135.54953134896752
NO,PHS,35,Power,0.0
DK,Battery,114,Power,0.0
NO,PHS,13,Power,0.0
DK,PHS,45,Power,0.0
DK,H2Tank,97,H2,16.072419732480917
FR,PHS,62,Power,0.0
UK,Battery,79,Power,6.471310622147629
UK,H2Tank,72,H2,7.017543859649122
DE,PHS,94,Power,0.0
DE,PHS,101,Power,0.0
DK,H2Tank,103,H2,15.276348723308597
DE,H2Tank,110,H2,81.93475909048546
UK,PHS,29,Power,0.0
DE,Battery,91,Power,0.0
UK,H2Tank,58,H2,81.13847457291438
DE,Battery,49,Power,0.0
DE,H2Tank,67,H2,80.4792753228287
FR,H2Tank,120,H2,142.56946487508193
DE,H2Tank,93,H2,121.3991271379382
FR,H2Tank,88,H2,249.37397198846014
DE,H2Tank,107,H2,97.76563911277175
NO,PHS,113,Power,0.0
DK,H2Tank,40,H2,6.249530943859644
DE,H2Tank,53,H2,91.13117835630496
FR,PHS,116,Power,0.0
NO,H2Tank,4,H2,14.573824228443003
FR,Battery,67,Power,0.0
NO,PHS,72,Power,0.0
NO,H2Tank,109,H2,0.0
FR,PHS,111,Power,0.0
UK,Battery,24,Power,0.0
UK,H2Tank,25,H2,0.0
UK,H2Tank,15,H2,36.78258648454363
FR,PHS,28,Power,0.0
NO,PHS,38,Power,0.0
NO,PHS,80,Power,0.0
UK,Battery,23,Power,0.0
FR,PHS,45,Power,0.0
NO,PHS,31,Power,0.0
DK,H2Tank,8,H2,10.469903164912267
DE,H2Tank,73,H2,34.02818621400835
DK,H2Tank,41,H2,6.249530943859644
DK,H2Tank,60,H2,30.338283633174235
NO,Battery,51,Power,0.0
UK,PHS,56,Power,0.0
DE,Battery,5,Power,0.0
FR,Battery,55,Power,5.710135372034474
FR,H2Tank,85,H2,267.83020745337257
FR,Battery,32,Power,0.0
FR,H2Tank,80,H2,260.69109813151016
UK,Battery,48,Power,15.359598037132477
UK,H2Tank,67,H2,33.55421381008693
NO,PHS,41,Power,0.0
FR,PHS,83,Power,0.0
DE,H2Tank,32,H2,85.25406558561004
DK,H2Tank,57,H2,26.06331837481532
DK,Battery,73,Power,0.0
FR,Battery,82,Power,8.155704860087745
FR,H2Tank,67,H2,148.02175129128779
DK,PHS,113,Power,0.0
FR,PHS,94,Power,0.0
FR,H2Tank,11,H2,101.04477027038
NO,H2Tank,92,H2,13.676977308347949
FR,H2Tank,99,H2,194.5177191990694
FR,H2Tank,68,H2,139.24982146672633
DK,Battery,67,Power,9.229189194142089
FR,Battery,90,Power,3.2670975799229045
UK,Battery,31,Power,0.0
UK,H2Tank,11,H2,36.798132405747786
DK,Battery,45,Power,6.227848681887065
FR,PHS,69,Power,0.0
UK,PHS,38,Power,0.0
DK,Battery,116,Power,0.0
FR,PHS,23,Power,0.0
DK,H2Tank,65,H2,23.320739773525087
NO,H2Tank,93,H2,11.66264578799347
NO,PHS,98,Power,0.0
NO,Battery,43,Power,0.0
UK,H2Tank,66,H2,40.57175766973606
UK,H2Tank,120,H2,41.354007559429476
DE,PHS,107,Power,0.0
DE,Battery,113,Power,0.0
DE,PHS,109,Power,0.0
DK,PHS,112,Power,0.0
DK,H2Tank,33,H2,8.003916908771915
FR,Battery,33,Power,0.0
DK,PHS,51,Power,0.0
UK,H2Tank,7,H2,15.41238890511381
UK,H2Tank,63,H2,61.62438924868345
UK,PHS,76,Power,0.0
NO,H2Tank,87,H2,24.203293097821646
UK,Battery,102,Power,21.575350261457558
UK,PHS,1,Power,0.0
DK,H2Tank,119,H2,16.520044133885147
FR,H2Tank,33,H2,75.70925872274967
FR,Battery,44,Power,0.0
FR,Battery,93,Power,3.2661175486585865
DE,Battery,67,Power,0.0
NO,H2Tank,44,H2,3.7099853888888847
UK,PHS,94,Power,0.0
UK,PHS,31,Power,0.0
DE,Battery,1,Power,0.0
DK,Battery,19,Power,0.0
DK,PHS,82,Power,0.0
DK,Battery,89,Power,0.0
FR,H2Tank,42,H2,32.988340401139226
DK,PHS,86,Power,0.0
UK,PHS,46,Power,0.0
DE,PHS,54,Power,0.0
DK,PHS,95,Power,0.0
NO,Battery,53,Power,0.0
DE,PHS,57,Power,0.0
DE,H2Tank,51,H2,49.552304602805
UK,PHS,8,Power,0.0
FR,PHS,11,Power,0.0
FR,Battery,47,Power,0.0
UK,PHS,85,Power,0.0
DE,Battery,94,Power,0.0
DK,Battery,9,Power,5.942584418879198
UK,H2Tank,113,H2,41.35400755942944
NO,Battery,86,Power,0.0
DK,H2Tank,86,H2,17.82680569739323
